producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Sca les vignerons la cave de Saint-Montan;Bas Viressac;7220;Saint-Montan;France;07279;07;84.0;12923;4.627122374605846;44.43791006672514
Benoit Salel;Dom. Salel et Renaud La Charrière;7230;Faugères;France;07088;07;84.0;83973;4.137228245568556;44.47599752007774
Sca cave de Lablachère;428, rte de Planzolles;7230;Lablachère;France;07117;07;84.0;5389;4.215854137232321;44.464030808508696
Cave coop. la Cévenole;Le Grillou;7260;Rosières;France;07199;07;84.0;35117;4.256261916263611;44.481277157723454
Sarl les Sept Pierres;253, rue François-Boissec;7260;Joyeuse;France;07110;07;84.0;23150;4.239999363411756;44.47950931432224
Delas Frères;ZA de l'Olivet;7300;Saint-Jean-de-Muzols;France;07245;07;84.0;5910;4.813087850344328;45.08346640149752
Domaine Florentin;32, avenue Saint-Joseph;7300;Tournon;France;07324;07;84.0;15542;4.832188170681487;45.06804044386459
Earl Luyton-Fleury;103, chem. rural de Champagne;7300;Tournon;France;07324;07;84.0;23366;4.832188170681487;45.06804044386459
Earl domaine Blachon;31, chemin des Goules;7300;Mauves;France;07152;07;84.0;84465;4.829214074831275;45.03841718411258
Earl domaine Jolivet;8, rte de Lyon;7300;Saint-Jean-de-Muzols;France;07245;07;84.0;21299;4.813087850344328;45.08346640149752
Earl domaine bernard Gripa;5, av. Ozier;7300;Mauves;France;07152;07;84.0;2288;4.829214074831275;45.03841718411258
Earl pierre Coursodon;3, pl. du Marché;7300;Mauves;France;07152;07;84.0;2308;4.829214074831275;45.03841718411258
Jean-claude Marsanne;25, avenue Ozier;7300;Mauves;France;07152;07;84.0;6342;4.829214074831275;45.03841718411258
Jean-louis Grippat;La Sauva;7300;Tournon;France;07324;07;84.0;2301;4.832188170681487;45.06804044386459
Jean-yves Lombard;;7300;Mauves;France;07152;07;84.0;47600;4.829214074831275;45.03841718411258
Pierre Gonon;34, avenue Ozier;7300;Mauves;France;07152;07;84.0;6339;4.829214074831275;45.03841718411258
Scea Salette;domaine du Cornilhac, Le Cornilhac;7300;Tournon;France;07324;07;84.0;33979;4.832188170681487;45.06804044386459
Scea domaine jean-louis Chave;37, av. du Saint-Joseph;7300;Mauves;France;07152;07;84.0;5530;4.829214074831275;45.03841718411258
Scea guy et thomas Farge;18, chem. de la Roue;7300;Saint-Jean-de-Muzols;France;07245;07;84.0;51255;4.813087850344328;45.08346640149752
Sylvain Gauthier;15, rte de Secheras Le Village;7300;Cheminas;France;07063;07;84.0;17484;4.751484422858591;45.124206844615856
Domaine Boissonnet;51, rue de la Voûte;7340;Serrières;France;07313;07;84.0;34848;4.762826528883946;45.31997758481576
Domaine pierre Finon;20, imp. des Vieux-Murs Picardel;7340;Charnas;France;07056;07;84.0;34849;4.743038044965298;45.3347729017188
Earl Chomel Frères et Fils;2, la Tolondière;7340;Saint-Désirat;France;07228;07;84.0;23364;4.785199609011628;45.254404793419795
Earl Flacher;971, rue Principale;7340;Charnas;France;07056;07;84.0;25059;4.743038044965298;45.3347729017188
Earl les Coteaux de Serrières (Dom. Vallet);694, La Croisette RD 86;7340;Serrières;France;07313;07;84.0;49577;4.762826528883946;45.31997758481576
Emmanuel Barou;Picardel;7340;Charnas;France;07056;07;84.0;17180;4.743038044965298;45.3347729017188
Pascal Marthouret;Les Coins;7340;Charnas;France;07056;07;84.0;48819;4.743038044965298;45.3347729017188
Sarl louis Cheze;Pangon;7340;Limony;France;07143;07;84.0;50075;4.758082832191827;45.352547385272935
Sca cave Saint-Désirat;n° 8, quartier Tine-Rodet;7340;Saint-Désirat;France;07228;07;84.0;2338;4.785199609011628;45.254404793419795
Scea les vignobles de Seyssuel;Les Lacs Est;7340;Charnas;France;07056;07;84.0;51352;4.743038044965298;45.3347729017188
Christophe Curtat;RN 86;7370;Arras-sur-Rhône;France;07015;07;84.0;51254;4.808344361682494;45.144361735307506
Earl catherine et pascal Jamet;119, rue de la Mairie;7370;Arras-sur-Rhône;France;07015;07;84.0;47599;4.808344361682494;45.144361735307506
Pascal Janet;RN 86;7370;Arras-sur-Rhône;France;07015;07;84.0;35768;4.808344361682494;45.144361735307506
Sca cave de Sarras;6, rue du Champ-de-l'Homme;7370;Sarras;France;07308;07;84.0;13814;4.800097070834821;45.18677056769973
Éric Rocher;domaine de Champal 360, chemin de Champal;7370;Sarras;France;07308;07;84.0;35796;4.800097070834821;45.18677056769973
Étienne Bécheras;Le Prieuré;7370;Arras-sur-Rhône;France;07015;07;84.0;51257;4.808344361682494;45.144361735307506
Cave coop. de Valvignères;quartier Auvergne;7400;Valvignères;France;07332;07;84.0;13893;4.574809665035847;44.5004219373179
Cave coopérative intercommunale;La Planchette;7400;Alba-la-Romaine;France;07005;07;84.0;21308;4.597808518929402;44.554385063455264
Christophe Comte;Serre de Gouy;7400;Valvignères;France;07332;07;84.0;46902;4.574809665035847;44.5004219373179
Denis et emmanuel Robert et Sébastien Pradal;Mas d'Intras;7400;Valvignères;France;07332;07;84.0;13894;4.574809665035847;44.5004219373179
Gaec Serre de Gouy;domaine des Vigneaux;7400;Valvignères;France;07332;07;84.0;35119;4.574809665035847;44.5004219373179
Gaec du Mas d'Intras;Denis Robert et Sébastien Pradal Intras;7400;Valvignères;France;07332;07;84.0;84735;4.574809665035847;44.5004219373179
Louis Latour;La Téoule RN 102;7400;Alba-la-Romaine;France;07005;07;84.0;15498;4.597808518929402;44.554385063455264
Sca cave coop. intercommunale Alba;379, rte de la Cave;7400;Alba-la-Romaine;France;07005;07;84.0;35121;4.597808518929402;44.554385063455264
Coop. Saint-Sauveur-de-Cruzières-Rochegude;;7460;Saint-Sauveur-de-Cruzières;France;07294;07;84.0;34343;4.252993405748584;44.29916778932086
Earl la Croix Beaulieu;Dom. de Peyre Brune Pléoux;7460;Beaulieu;France;07028;07;84.0;50324;4.233200215583887;44.361412965502254
Gérard Champetier;Chazalis;7460;Beaulieu;France;07028;07;84.0;35116;4.233200215583887;44.361412965502254
Les vignerons des Cruzières;;7460;Saint-Sauveur-de-Cruzières;France;07294;07;84.0;84737;4.252993405748584;44.29916778932086
Arsac;La Chaumette;7580;Saint-Jean-le-Centenier;France;07247;07;84.0;19308;4.535153795683257;44.591594794069216
Jean-françois Jacouton;16, imp. Banc;7610;Vion;France;07345;07;84.0;19991;4.805342585830059;45.10995187453205
Alain Dumarcher;Le Clos de Prime;7700;Gras;France;07099;07;84.0;50321;4.53964090449622;44.44388675401415
Château Rochecolombe;chem. de Rochecolombe;7700;Bourg-Saint-Andéol;France;07042;07;84.0;34886;4.646958606482122;44.369251848627584
Clos de l'Abbé Dubois;7, rue Jean-Antoine-Dubois;7700;Saint-Remèze;France;07291;07;84.0;34112;4.501115604416865;44.39173087386734
Domaine Notre-Dame de Cousignac;Notre-Dame-de-Cousignac quartier Cousignac;7700;Bourg-Saint-Andéol;France;07042;07;84.0;34115;4.646958606482122;44.369251848627584
Domaine Saladin;Les Pentes de Salaman;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;6336;4.617258160058189;44.327530080054444
Domaine du Chapitre;Font-de-Mazade;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;17649;4.617258160058189;44.327530080054444
Earl Archambault;chem. Neuf;7700;Saint-Martin-d'Ardèche;France;07268;07;84.0;13822;4.565903272730104;44.30211809162304
Earl Clos Delorme;quartier Larignier;7700;Saint-Just-d'Ardèche;France;07259;07;84.0;49517;4.613399385025643;44.30393512450024
Earl Dumarcher Père et Fils;domaine du Bréchon;7700;Gras;France;07099;07;84.0;67052;4.53964090449622;44.44388675401415
Earl Faure-Paulat;domaine des Tamaris, rte des Gorges;7700;Saint-Just-d'Ardèche;France;07259;07;84.0;35832;4.613399385025643;44.30393512450024
Earl domaine Coulange;quartier Saint-Ferréol;7700;Bourg-Saint-Andéol;France;07042;07;84.0;34871;4.646958606482122;44.369251848627584
Famille Herberigs-Terrasse;Château Rochecolombe;7700;Bourg-Saint-Andéol;France;07042;07;84.0;48840;4.646958606482122;44.369251848627584
Frédéric Dorthe;SCEA du Chapitre Font de Mazade;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;48645;4.617258160058189;44.327530080054444
Gaec domaine de Mermès;175, chem. de Mermès;7700;Gras;France;07099;07;84.0;34113;4.53964090449622;44.44388675401415
Jean-luc Dorthe;domaine de Couron;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;48843;4.617258160058189;44.327530080054444
Mas de Libian;Libian;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;49528;4.617258160058189;44.327530080054444
Nicolas Croze;1, rue Max-Ernst;7700;Saint-Martin-d'Ardèche;France;07268;07;84.0;34093;4.565903272730104;44.30211809162304
Philippe Faure;domaine La Favette rte des Gorges;7700;Saint-Just-d'Ardèche;France;07259;07;84.0;35819;4.613399385025643;44.30393512450024
René Brunel;domaine du Belvezet, rte de Vallon-Pont-d'Arc Patroux;7700;Saint-Remèze;France;07291;07;84.0;34839;4.501115604416865;44.39173087386734
Richard Vigne;domaine de la Boisserelle rte des Gorges;7700;Saint-Remèze;France;07291;07;84.0;25048;4.501115604416865;44.39173087386734
Sca Cellier des Gorges de l'Ardèche;1405, rte de la Gare;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;84736;4.617258160058189;44.327530080054444
Sca des vignerons des Gorges de l'Ardèche;quartier Les Auches;7700;Bourg-Saint-Andéol;France;07042;07;84.0;25049;4.646958606482122;44.369251848627584
Sca les chais du Vivarais;;7700;Saint-Remèze;France;07291;07;84.0;2334;4.501115604416865;44.39173087386734
Scea château les Amoureuses;chem. de Vinsas;7700;Bourg-Saint-Andéol;France;07042;07;84.0;1905;4.646958606482122;44.369251848627584
Thibon-Macagno;Mas de Libian;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;25160;4.617258160058189;44.327530080054444
Yves Terrasse;domaine du Roure;7700;Saint-Marcel-d'Ardèche;France;07264;07;84.0;16013;4.617258160058189;44.327530080054444
Domaine des Coteaux d'Engraviès;Le Coumel;9120;Vira;France;09340;09;76.0;48693;1.758977853614689;43.050693432524156
Entreprise adaptée le Sabarthès;lieu-dit Bourmaud;9120;Montégut-Plantaurel;France;09202;09;76.0;50177;1.485751556445436;43.06904902469478
Dominik Benz;moulin-de-Beauregard;9130;Le Fossat;France;09124;09;76.0;20014;1.407075050268232;43.17378755428324
Earl de Monginaut;;9130;Carla-Bayle;France;09079;09;76.0;49521;1.393489403578212;43.14987931346975
Gfa domaine de Lastronques;166, chem. de Lastronques;9210;Lézat-sur-Lèze;France;09167;09;76.0;48304;1.346344515434538;43.27612618086085
Pierre Mucyn;12, rue Jacques-Bachot;10000;Troyes;France;10387;10;44.0;14596;4.073957753530742;48.29769798646466
Alain Cheurlin;100, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;48248;4.400709995064616;48.076604197629244
Alain Simon;4, rue du Clamart;10110;Celles-sur-Ource;France;10070;10;44.0;51000;4.400709995064616;48.076604197629244
Amyot;32, rue René Quinton;10110;Loches-sur-Ource;France;10199;10;44.0;23266;4.503418962230476;48.06385477312188
André Diligent;23, Grande-Rue;10110;Buxeuil;France;10068;10;44.0;23048;4.395931920256521;48.053301947176855
Arnaud de Cheurlin;58, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;15251;4.400709995064616;48.076604197629244
Champagne Chassenay d'Arce;11, rue du Pressoir;10110;Ville-sur-Arce;France;10427;10;44.0;3216;4.44793061881189;48.10719433191438
Champagne Delot;3, pl. de l'Église;10110;Celles-sur-Ource;France;10070;10;44.0;22746;4.400709995064616;48.076604197629244
Champagne François-Brossolette;42, Grande-Rue;10110;Polisy;France;10296;10;44.0;15241;4.380051451281716;48.05923121956546
Champagne Gremillet;Envers de Valeine;10110;Balnot-sur-Laignes;France;10029;10;44.0;17582;4.366848976592191;48.030852756825
Champagne Gruet;48, Grande-Rue;10110;Buxeuil;France;10068;10;44.0;16988;4.395931920256521;48.053301947176855
Champagne Royer Père et Fils;120, Grande-Rue;10110;Landreville;France;10187;10;44.0;13465;4.471686431120162;48.07340161015962
Champagne albin Martinot;Les Roussets Faubourg-de-Champagne;10110;Bar-sur-Seine;France;10034;10;44.0;50977;4.373617141837857;48.11419092719873
Champagne benoît Deheurles;3, rue de l'École;10110;Celles-sur-Ource;France;10070;10;44.0;67121;4.400709995064616;48.076604197629244
Champagne corinne Moutard;49, Grande-Rue;10110;Polisy;France;10296;10;44.0;35746;4.380051451281716;48.05923121956546
Champagne d. Massin;2, rue Coulon;10110;Ville-sur-Arce;France;10427;10;44.0;23061;4.44793061881189;48.10719433191438
Champagne daniel Deheurles et Filles;1, rue de l'École;10110;Celles-sur-Ource;France;10070;10;44.0;17601;4.400709995064616;48.076604197629244
Champagne daniel Leclerc;Maison-Rouge;10110;Polisot;France;10295;10;44.0;84459;4.375340263898796;48.07270996522718
Champagne de Lozey;72, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;14335;4.400709995064616;48.076604197629244
Champagne emmanuel Tassin;104, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;15281;4.400709995064616;48.076604197629244
Champagne jacques Robin;23, rue de la 2eDivision-Blindée;10110;Buxières-sur-Arce;France;10069;10;44.0;83567;4.459265159236033;48.12461350705218
Champagne jean-jacques et sébastien Royer;18, rue de Viviers;10110;Landreville;France;10187;10;44.0;67002;4.471686431120162;48.07340161015962
Champagne lionel Carreau;10, rue du Ruisselot;10110;Celles-sur-Ource;France;10070;10;44.0;51081;4.400709995064616;48.076604197629244
Champagne michel Furdyna;13, rue du Trot;10110;Celles-sur-Ource;France;10070;10;44.0;15242;4.400709995064616;48.076604197629244
Champagne olivier et bertrand Bouvret;39, rue de l'Église;10110;Merrey-sur-Arce;France;10232;10;44.0;49945;4.387977035139527;48.09631548103656
Champagne paul Dangin et Fils;11, rue du Pont;10110;Celles-sur-Ource;France;10070;10;44.0;15230;4.400709995064616;48.076604197629244
Champagne rené Jolly;10, rue de la Gare;10110;Landreville;France;10187;10;44.0;6426;4.471686431120162;48.07340161015962
Champagne richard Royer;14, Grande rue;10110;Balnot-sur-Laignes;France;10029;10;44.0;83569;4.366848976592191;48.030852756825
Champagne rémy Massin et Fils;34, Grande-Rue;10110;Ville-sur-Arce;France;10427;10;44.0;16176;4.44793061881189;48.10719433191438
Champagne thierry Massin;6, rte des Deux-Bar;10110;Ville-sur-Arce;France;10427;10;44.0;84158;4.44793061881189;48.10719433191438
Champagne veuve a. Devaux;Hameau de Villeneuve;10110;Bar-sur-Seine;France;10034;10;44.0;47688;4.373617141837857;48.11419092719873
Champagne éric Legrand;39, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;15260;4.400709995064616;48.076604197629244
Collon;27, Grande-Rue;10110;Landreville;France;10187;10;44.0;34204;4.471686431120162;48.07340161015962
Daniel Pétré et Fils;2, chem. de la Voie-aux-Chèvres;10110;Ville-sur-Arce;France;10427;10;44.0;84176;4.44793061881189;48.10719433191438
Dany Fèvre;8, rue Benoit;10110;Ville-sur-Arce;France;10427;10;44.0;48857;4.44793061881189;48.10719433191438
Dautel-Cadot;10, rue Saint-Vincent;10110;Loches-sur-Ource;France;10199;10;44.0;16134;4.503418962230476;48.06385477312188
Diligent Lecoq;3, rue La Voie-du-Bois;10110;Buxeuil;France;10068;10;44.0;3240;4.395931920256521;48.053301947176855
Earl thomas Cheurlin;17, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;18439;4.400709995064616;48.076604197629244
François Gautherot;29, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;16162;4.400709995064616;48.076604197629244
Gaec la Vignobloise;23, Grande-Rue;10110;Buxeuil;France;10068;10;44.0;18278;4.395931920256521;48.053301947176855
Jean Laurent;5, rue des Craies;10110;Celles-sur-Ource;France;10070;10;44.0;14331;4.400709995064616;48.076604197629244
Jean-baptiste Dangin;champagne Delot 3, pl. de l'Église;10110;Celles-sur-Ource;France;10070;10;44.0;15232;4.400709995064616;48.076604197629244
Julien Prélat;12, rue des Cortillots;10110;Celles-sur-Ource;France;10070;10;44.0;18261;4.400709995064616;48.076604197629244
Lacroix-Triaulaire;4, rue de la Motte;10110;Merrey-sur-Arce;France;10232;10;44.0;35036;4.387977035139527;48.09631548103656
Lucie et sébastien Cheurlin;rue des Jardins;10110;Celles-sur-Ource;France;10070;10;44.0;15252;4.400709995064616;48.076604197629244
Marcel Vézien et Fils;68, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;3393;4.400709995064616;48.076604197629244
Michel Brocard;14, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;49946;4.400709995064616;48.076604197629244
Michel Patour;1, rue des Huguenots;10110;Celles-sur-Ource;France;10070;10;44.0;16180;4.400709995064616;48.076604197629244
Moutard;6, rue des Ponts;10110;Buxeuil;France;10068;10;44.0;84248;4.395931920256521;48.053301947176855
Noël Leblond-Lenoir;3, rue de la Fontaine-Saint-Loup;10110;Buxeuil;France;10068;10;44.0;83546;4.395931920256521;48.053301947176855
Pascal Leblond-Lenoir;49, Grande-Rue;10110;Buxeuil;France;10068;10;44.0;50013;4.395931920256521;48.053301947176855
Philippe Fays;94, Grande-Rue;10110;Celles-sur-Ource;France;10070;10;44.0;15238;4.400709995064616;48.076604197629244
Philippe Thévenin;10, rue de la Fontaine-Saint-Aubin;10110;Ville-sur-Arce;France;10427;10;44.0;50462;4.44793061881189;48.10719433191438
Pierre Brocard;10, chemin du Bruyant;10110;Celles-sur-Ource;France;10070;10;44.0;83621;4.400709995064616;48.076604197629244
Pierre Gerbais;13, rue du Pont BP 17;10110;Celles-sur-Ource;France;10070;10;44.0;12674;4.400709995064616;48.076604197629244
Piollot Père et Fils;13, rue de Tonnerre;10110;Polisot;France;10295;10;44.0;50427;4.375340263898796;48.07270996522718
Robert Dufour;4, rue de la Croix-Malot;10110;Landreville;France;10187;10;44.0;3258;4.471686431120162;48.07340161015962
Robert Jacob;14, rue de Morres;10110;Merrey-sur-Arce;France;10232;10;44.0;13456;4.387977035139527;48.09631548103656
Rémy Massin et Fils;34, Grande-Rue;10110;Ville-sur-Arce;France;10427;10;44.0;17411;4.44793061881189;48.10719433191438
Sarl Gyéjacquot;4, chem. de l'Huilerie;10110;Celles-sur-Ource;France;10070;10;44.0;50513;4.400709995064616;48.076604197629244
Sarl Marin-Lasnier;17, rue des Herbues;10110;Polisot;France;10295;10;44.0;83547;4.375340263898796;48.07270996522718
Sarl le Suchot;5, rue des Jardins;10110;Celles-sur-Ource;France;10070;10;44.0;16976;4.400709995064616;48.076604197629244
Sas champagne d. Massin;2, rue Coulon;10110;Ville-sur-Arce;France;10427;10;44.0;34355;4.44793061881189;48.10719433191438
Scea le Clos des Vignes;rte de Bagneux;10110;Balnot-sur-Laignes;France;10029;10;44.0;47686;4.366848976592191;48.030852756825
Union Auboise;domaine de Villeneuve;10110;Bar-sur-Seine;France;10034;10;44.0;15265;4.373617141837857;48.11419092719873
Vignoble Laculle;1, rue du Vieux-Château;10110;Chervey;France;10097;10;44.0;48865;4.491910637300908;48.12553611443894
Vincent Couche;29, Grande-Rue;10110;Buxeuil;France;10068;10;44.0;25151;4.395931920256521;48.053301947176855
