producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Scea château de Planques;Planques;24100;Bergerac;France;24037;24;75.0;49862;0.484993536052322;44.84990843476769
Scea de Malauger;Malauger Malauger;24100;Bergerac;France;24037;24;75.0;50441;0.484993536052322;44.84990843476769
Scea régis Lansade - Robert Saléon-Terras;19, chemin du Château-d'Eau;24100;Creysse;France;24145;24;75.0;47153;0.562941268543574;44.854267110799995
Serge et betty Dubard;Ch. les Farcies du Pech';24100;Bergerac;France;24037;24;75.0;49256;0.484993536052322;44.84990843476769
Sébastien Cousy;chem. du Hameau-de-Pécharmant;24100;Bergerac;France;24037;24;75.0;83629;0.484993536052322;44.84990843476769
Vignobles Lajonie;Bellevue;24100;Bergerac;France;24037;24;75.0;14118;0.484993536052322;44.84990843476769
Vignobles de Bérac-GVDP;Les Séguinots rte d'Eymet;24100;Saint-Laurent-des-Vignes;France;24437;24;75.0;17661;0.454121910847354;44.817909835178796
Yvan Lascoup;Pécharmant;24100;Bergerac;France;24037;24;75.0;49882;0.484993536052322;44.84990843476769
Yvette Lacroix;Les Costes;24100;Bergerac;France;24037;24;75.0;47094;0.484993536052322;44.84990843476769
Élise et paul Bouché;131, chemin du Hameau-de-Pécharmant;24100;Bergerac;France;24037;24;75.0;49881;0.484993536052322;44.84990843476769
Charles Blanc;147, rte de Peymilou lieu-dit Montplaisir;24130;Prigonrieux;France;24340;24;75.0;48568;0.401561870654868;44.85516830004461
Christophe Ottogali;Le Badoux;24130;Monfaucon;France;24277;24;75.0;84403;0.236579080876886;44.9114017206384
Château Combrillac;Impasse Coucombre;24130;Prigonrieux;France;24340;24;75.0;34612;0.401561870654868;44.85516830004461
Domaine de Coutancie;7, rte de Fongravière;24130;Prigonrieux;France;24340;24;75.0;22812;0.401561870654868;44.85516830004461
Florent Girou;imp. Coucombre;24130;Prigonrieux;France;24340;24;75.0;49270;0.401561870654868;44.85516830004461
Françoise Bouché;1637, hameau de Pécharmant;24130;Le Fleix;France;24182;24;75.0;2183;0.243768966105664;44.875461676095135
J.l. Blanc;Montplaisir;24130;Prigonrieux;France;24340;24;75.0;35359;0.401561870654868;44.85516830004461
Latour des Marche;Latour 58, rte de la Croix-du-Treuil;24130;Prigonrieux;France;24340;24;75.0;23090;0.401561870654868;44.85516830004461
Nicolas Eckert;39, rte de la Cardinolle;24130;Prigonrieux;France;24340;24;75.0;13380;0.401561870654868;44.85516830004461
Odile Brichèse;Coutancie;24130;Prigonrieux;France;24340;24;75.0;13381;0.401561870654868;44.85516830004461
Sca Alliance Aquitaine;Le Vignoble;24130;Le Fleix;France;24182;24;75.0;67084;0.243768966105664;44.875461676095135
Scea Brisseau-Belloc;;24130;Le Fleix;France;24182;24;75.0;47149;0.243768966105664;44.875461676095135
Scea Maury;Dom. de Coutancie rte de Simondie;24130;Prigonrieux;France;24340;24;75.0;48575;0.401561870654868;44.85516830004461
Scea de la Nougarède;;24130;Le Fleix;France;24182;24;75.0;2150;0.243768966105664;44.875461676095135
Scea domaine du Lac;Le Lac;24130;Ginestet;France;24197;24;75.0;22810;0.428862695425225;44.90987235310057
Sébastien Dantin;Le Lac;24130;Ginestet;France;24197;24;75.0;49876;0.428862695425225;44.90987235310057
Union vinicole Bergerac-Le Fleix;Le Vignoble;24130;Le Fleix;France;24182;24;75.0;6244;0.243768966105664;44.875461676095135
Vignobles Biau;La Mallevieille;24130;Monfaucon;France;24277;24;75.0;2088;0.236579080876886;44.9114017206384
Domaine le Perrier;Les Graves;24140;Queyssac;France;24345;24;75.0;67090;0.548213705953086;44.907740709804514
Eurl Valette;lieu-dit Valette;24210;La Bachellerie;France;24020;24;75.0;67431;1.154601030762188;45.14500773750064
Nathalie Dalbavie;Les Caves;24220;Saint-Cyprien;France;24396;24;75.0;83947;1.047747095423225;44.86900930608515
Agnès Verseau;Les Oliviers;24230;Montcaret;France;24289;24;75.0;24812;0.065639486082318;44.85548379124049
Alain Péronnet;10, rte du Coteau;24230;Lamothe-Montravel;France;24226;24;75.0;49248;0.026481503332317;44.850275243934256
Brigitte Fried;Fonroque;24230;Montcaret;France;24289;24;75.0;49246;0.065639486082318;44.85548379124049
Château Moulin Caresse;1235, rte de Couin;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;24774;0.154800247120562;44.84548204788466
Château du Bloy;Le Blois;24230;Bonneville-et-Saint-Avit-de-Fumadières;France;24048;24;75.0;46415;0.079909398914299;44.88268798532965
Château le Castellot;Bonnefare;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;34622;0.030286849233417;44.87420884129671
Château les Grimard;lieu-dit Les Grimard;24230;Montazeau;France;24288;24;75.0;15897;0.130053320121684;44.89398071328044
Château michel de Montaigne;Montaigne;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;23290;0.030286849233417;44.87420884129671
De La Bardonnie;Laroque 941, rte de Couin;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;16728;0.154800247120562;44.84548204788466
Domaine Moulin Garreau;10, rte du Coteau;24230;Lamothe-Montravel;France;24226;24;75.0;22823;0.026481503332317;44.850275243934256
Domaine de Grimardy;14, Les Grimard;24230;Montazeau;France;24288;24;75.0;34662;0.130053320121684;44.89398071328044
Domaine de Perreau;Lieu-dit Perreau;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;6306;0.030286849233417;44.87420884129671
Domaine des Rouillats;1290, rte de Saint-Aulaye;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;23295;0.154800247120562;44.84548204788466
Earl Brunet-Charpentière;Les Charpentières;24230;Montazeau;France;24288;24;75.0;33830;0.130053320121684;44.89398071328044
Earl Larybère Père et Fils;36, rte du Caillou;24230;Lamothe-Montravel;France;24226;24;75.0;51011;0.026481503332317;44.850275243934256
Earl d' Adrina;Le Bondieu;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;6302;0.154800247120562;44.84548204788466
Earl vignoble Bernard;13, rte de Bouty;24230;Montcaret;France;24289;24;75.0;19615;0.065639486082318;44.85548379124049
Gaec vignobles Lacombe;Les Illarets;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;47161;0.030286849233417;44.87420884129671
Henri-paul Guillot;39, rte du Roc;24230;Lamothe-Montravel;France;24226;24;75.0;83648;0.026481503332317;44.850275243934256
Jean Goubault de Brugière;château de la Reynaudie;24230;Saint-Vivien;France;24514;24;75.0;50465;0.10492058562298;44.8926714814435
Jean-luc Favretto;La Petite Rivière;24230;Montcaret;France;24289;24;75.0;35364;0.065639486082318;44.85548379124049
L' Éther de Vénus;12, rte de la fougère;24230;Saint-Seurin-de-Prats;France;24501;24;75.0;23297;0.074661230411295;44.828173661154594
Milène Poivey;9, chem. de Montravel;24230;Montcaret;France;24289;24;75.0;15208;0.065639486082318;44.85548379124049
Nicholas East;Les Illarets;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;67089;0.030286849233417;44.87420884129671
Olivier Faurichon de la Bardonnie;Château la Roque 941, rte de Couin;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;15917;0.154800247120562;44.84548204788466
Philippe Gachet;Les Eymeries;24230;Lamothe-Montravel;France;24226;24;75.0;84147;0.026481503332317;44.850275243934256
Pierre Heinze;Les Illarets;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;50452;0.030286849233417;44.87420884129671
S. et l. Valpromy;Le Pontet;24230;Vélines;France;24568;24;75.0;48571;0.107540262475931;44.85919123805901
Scea Hauts Pascauds;La Cheyche;24230;Saint-Michel-de-Montaigne;France;24466;24;75.0;51006;0.030286849233417;44.87420884129671
Scea de l' Hesperit;Le Modin;24230;Montcaret;France;24289;24;75.0;50999;0.065639486082318;44.85548379124049
Scea i. Carles et F. Pascal;château Jonc-Blanc;24230;Vélines;France;24568;24;75.0;35363;0.107540262475931;44.85919123805901
Sylvette Moro;Prentygarde;24230;Vélines;France;24568;24;75.0;15903;0.107540262475931;44.85919123805901
Thibaut Guillermier;château Masmontet;24230;Vélines;France;24568;24;75.0;15159;0.107540262475931;44.85919123805901
Vignerons de Montaigne et Gurson;Le Bourg;24230;Saint-Vivien;France;24514;24;75.0;49879;0.10492058562298;44.8926714814435
Viticulteurs réunis de Saint-Vivien-et-Bonneville;;24230;Vélines;France;24568;24;75.0;6245;0.107540262475931;44.85919123805901
Viviane Sroka;Clos Julien 127, chem. des Lavandières;24230;Saint-Antoine-de-Breuilh;France;24370;24;75.0;47844;0.154800247120562;44.84548204788466
Y. et d. Boyer;GAEC de La Roche Marot;24230;Lamothe-Montravel;France;24226;24;75.0;6304;0.026481503332317;44.850275243934256
Yves et daniel Boyer;domaine de la Roche Marot;24230;Lamothe-Montravel;France;24226;24;75.0;49247;0.026481503332317;44.850275243934256
Éric et cécile Goubault de Brugière;Le Tuquet;24230;Saint-Vivien;France;24514;24;75.0;46404;0.10492058562298;44.8926714814435
Amélie et mickaël Marc;lieu-dit Les Terrasses;24240;Sigoulès;France;24534;24;75.0;47863;0.408634639980119;44.75798808923479
Armand Loewe;Le Vernajou;24240;Gageac-et-Rouillac;France;24193;24;75.0;34621;0.348718447340603;44.798549461138926
Benoît Gérard;lieu-dit Le Petit-Cluzeau;24240;Flaugeac;France;24534;24;75.0;20754;0.408634639980119;44.75798808923479
Bernard Barse;domaine Les Graves;24240;Gageac-et-Rouillac;France;24193;24;75.0;35286;0.348718447340603;44.798549461138926
Bernard Rigal;domaine des Frétillères;24240;Razac-de-Saussignac;France;24349;24;75.0;47157;0.28527588511982;44.80347763289035
Bertrand de Passemar;château de Sanxet;24240;Pomport;France;24331;24;75.0;35385;0.418133082048199;44.780046833416215
Borderie;Le Rauly;24240;Monbazillac;France;24274;24;75.0;18192;0.491275486493984;44.79404823091049
Boucher;Le Seignal;24240;Thénac;France;24549;24;75.0;18092;0.341162135771295;44.75018173837629
Castel la Pèze;La Pèze;24240;Pomport;France;24331;24;75.0;50468;0.418133082048199;44.780046833416215
Cave Montravel Sigoulès;;24240;Sigoulès;France;24534;24;75.0;13377;0.408634639980119;44.75798808923479
Cave de Monbazillac;rte de Mont-de-Marsan;24240;Monbazillac;France;24274;24;75.0;2054;0.491275486493984;44.79404823091049
Chabrol;lieu-dit Grande Maison;24240;Monbazillac;France;24274;24;75.0;14120;0.491275486493984;44.79404823091049
Chantal et patrick Gérardin;La Maurigne;24240;Razac-de-Saussignac;France;24349;24;75.0;33812;0.28527588511982;44.80347763289035
Charles Martin;La Colline;24240;Thénac;France;24549;24;75.0;15151;0.341162135771295;44.75018173837629
Christophe Vergneau;Rudelle Puyguilhem;24240;Thénac;France;24549;24;75.0;84157;0.341162135771295;44.75018173837629
Château Barouillet;Le Barouillet;24240;Pomport;France;24331;24;75.0;15148;0.418133082048199;44.780046833416215
Château Bélingard;Lieu-dit Bélingard;24240;Pomport;France;24331;24;75.0;35168;0.418133082048199;44.780046833416215
Château Court-les-Mûts;Court-les-Mûts;24240;Razac-de-Saussignac;France;24349;24;75.0;2070;0.28527588511982;44.80347763289035
Château Fongrenier;La Prade;24240;Razac-de-Saussignac;France;24349;24;75.0;23095;0.28527588511982;44.80347763289035
Château Fongrenier-Stuart;château Fongrenier-Stuart;24240;Razac-de-Saussignac;France;24349;24;75.0;33802;0.28527588511982;44.80347763289035
Château Haut Bernasse;Bernasse;24240;Monbazillac;France;24274;24;75.0;20756;0.491275486493984;44.79404823091049
Château Haut Garrigue;La Garrigue;24240;Saussignac;France;24523;24;75.0;50456;0.327197526618554;44.79965779429351
Château Kalian;lieu-dit Bernasse;24240;Monbazillac;France;24274;24;75.0;47902;0.491275486493984;44.79404823091049
Château Ladesvignes;Ladesvignes;24240;Pomport;France;24331;24;75.0;6240;0.418133082048199;44.780046833416215
Château Le Chrisly et Clos la Selmonie;Ch. Le Chrisly;24240;Pomport;France;24331;24;75.0;6272;0.418133082048199;44.780046833416215
Château Lestevénie;Le Gadon;24240;Gageac-et-Rouillac;France;24193;24;75.0;19614;0.348718447340603;44.798549461138926
Château Marie Plaisance;La Ferrière;24240;Gageac-et-Rouillac;France;24193;24;75.0;33813;0.348718447340603;44.798549461138926
Château Monestier la Tour;Le Bourg;24240;Monestier;France;24276;24;75.0;35372;0.326771817834576;44.77347028060878
Château Poulvère;lieu-dit Poulvère;24240;Monbazillac;France;24274;24;75.0;16726;0.491275486493984;44.79404823091049
Château Pécany;Ch. Pécany;24240;Pomport;France;24331;24;75.0;22820;0.418133082048199;44.780046833416215
Château Tour des Gendres;Les Gendres;24240;Ribagnac;France;24351;24;75.0;35361;0.495725395738774;44.7645307705488
Château Tour des Gendres;Les Gendres;24240;Ribagnac;France;24351;24;75.0;2081;0.495725395738774;44.7645307705488
Château Vari;lieu-dit Le Pataud;24240;Monbazillac;France;24274;24;75.0;15153;0.491275486493984;44.79404823091049
Château de Fayolle;Fayolle;24240;Saussignac;France;24523;24;75.0;84155;0.327197526618554;44.79965779429351
Château de Panisseau;Lieu-dit Panisseau;24240;Thénac;France;24549;24;75.0;15150;0.341162135771295;44.75018173837629
Château du Haut Pezaud;lieu-dit Les Pezauds;24240;Monbazillac;France;24274;24;75.0;47896;0.491275486493984;44.79404823091049
Château la Brie;Dom. de la Brie;24240;Monbazillac;France;24274;24;75.0;15154;0.491275486493984;44.79404823091049
Château la Robertie;La Robertie;24240;Rouffignac-de-Sigoulès;France;24357;24;75.0;48562;0.447736637889838;44.78281513693498
Château la Robertie;Brigitte Soulier La Robertie;24240;Rouffignac-de-Sigoulès;France;24357;24;75.0;35416;0.447736637889838;44.78281513693498
Château le Chabrier;;24240;Razac-de-Saussignac;France;24349;24;75.0;17514;0.28527588511982;44.80347763289035
Château le Fagé;Ch. le Fagé;24240;Pomport;France;24331;24;75.0;2122;0.418133082048199;44.780046833416215
Château le Payral;Le Bourg;24240;Razac-de-Saussignac;France;24349;24;75.0;34623;0.28527588511982;44.80347763289035
Château le Tap;Le Tap;24240;Saussignac;France;24523;24;75.0;33814;0.327197526618554;44.79965779429351
Château les Brandeaux;Les Brandeaux;24240;Thénac;France;24549;24;75.0;35371;0.341162135771295;44.75018173837629
Château les Hauts de Caillevel;;24240;Pomport;France;24331;24;75.0;46460;0.418133082048199;44.780046833416215
Château les Mailleries;12, rte des Rivailles;24240;Cunèges;France;24148;24;75.0;22831;0.373454486712388;44.7793554905798
Château les Miaudoux;Lieu-dit Les Miaudoux;24240;Saussignac;France;24523;24;75.0;6239;0.327197526618554;44.79965779429351
Claudie et bruno Bilancini;Ch. Tirecul la Gravière;24240;Monbazillac;France;24274;24;75.0;14121;0.491275486493984;44.79404823091049
Clos l'Envège;rte de Marmande;24240;Monbazillac;France;24274;24;75.0;46436;0.491275486493984;44.79404823091049
Domaine de Grange Neuve;Lieu-dit Grange-Neuve;24240;Pomport;France;24331;24;75.0;49232;0.418133082048199;44.780046833416215
Domaine de Moulin-Pouzy;12, rte des Rivailles;24240;Cunèges;France;24148;24;75.0;47849;0.373454486712388;44.7793554905798
Domaine de Pécoula;Pécoula;24240;Pomport;France;24331;24;75.0;2061;0.418133082048199;44.780046833416215
Domaine de la Combe;Dom. de la Combe;24240;Razac-de-Saussignac;France;24349;24;75.0;49224;0.28527588511982;44.80347763289035
Domaine du Cantonnet;Le Cantonnet;24240;Razac-de-Saussignac;France;24349;24;75.0;16723;0.28527588511982;44.80347763289035
Domaine du Haut Montlong;Le Malveyrein;24240;Pomport;France;24331;24;75.0;47901;0.418133082048199;44.780046833416215
Domaine le Castellat;Le Castellat;24240;Razac-de-Saussignac;France;24349;24;75.0;14117;0.28527588511982;44.80347763289035
Earl Fée Mélusine;Le Gadon;24240;Gageac-et-Rouillac;France;24193;24;75.0;49878;0.348718447340603;44.798549461138926
Earl Montfort Bougues;Le Nicot;24240;Ribagnac;France;24351;24;75.0;51008;0.495725395738774;44.7645307705488
Earl Theulet Marsalet;Le Marsalet;24240;Monbazillac;France;24274;24;75.0;6275;0.491275486493984;44.79404823091049
Earl château Haute Fonrousse;Haute-Fonrousse;24240;Monbazillac;France;24274;24;75.0;48572;0.491275486493984;44.79404823091049
Earl château le Clou;château le Clou;24240;Pomport;France;24331;24;75.0;50466;0.418133082048199;44.780046833416215
Earl de Combet;Dom. de Combet;24240;Monbazillac;France;24274;24;75.0;24810;0.491275486493984;44.79404823091049
Earl de Conti;Les Eymaries;24240;Thénac;France;24549;24;75.0;35375;0.341162135771295;44.75018173837629
Earl domaine du Petit Paris;Petit Paris;24240;Monbazillac;France;24274;24;75.0;15895;0.491275486493984;44.79404823091049
Earl dominique Vidal;château Fonmourgues La Haute-Borie;24240;Monbazillac;France;24274;24;75.0;15906;0.491275486493984;44.79404823091049
Earl eduard Tsinker;Pécany-La Brande;24240;Pomport;France;24331;24;75.0;49236;0.418133082048199;44.780046833416215
Earl les vignobles Beylat;Larroque;24240;Thénac;France;24549;24;75.0;35360;0.341162135771295;44.75018173837629
Earl vignobles Chabrol;Malfourat;24240;Monbazillac;France;24274;24;75.0;35367;0.491275486493984;44.79404823091049
Earl vignobles Gouy;La Haute-Brande;24240;Pomport;France;24331;24;75.0;47851;0.418133082048199;44.780046833416215
Earl vignobles Géraud;Les Ganfards;24240;Saussignac;France;24523;24;75.0;48558;0.327197526618554;44.79965779429351
Earl vignobles serge Gazziola;Les Plaguettes;24240;Saussignac;France;24523;24;75.0;34617;0.327197526618554;44.79965779429351
Edgard Gouy;château Vignal la Brie;24240;Monbazillac;France;24274;24;75.0;47142;0.491275486493984;44.79404823091049
Emmanuel Vurpillot;château Lardy;24240;Razac-de-Saussignac;France;24349;24;75.0;49877;0.28527588511982;44.80347763289035
Emmanuelle et jean-luc Ojeda;La Borie-Blanche;24240;Pomport;France;24331;24;75.0;47093;0.418133082048199;44.780046833416215
Eric Lagarde;Le Vigneaud;24240;Monestier;France;24276;24;75.0;16716;0.326771817834576;44.77347028060878
Ets Ringwood Brewery;Fayolle;24240;Saussignac;France;24523;24;75.0;34669;0.327197526618554;44.79965779429351
Fabien Charron;La Noble;24240;Puyguilhem;France;24549;24;75.0;34620;0.341162135771295;44.75018173837629
Fabienne et xavier Ferté;La Tour d'Arfon;24240;Monestier;France;24276;24;75.0;34624;0.326771817834576;44.77347028060878
Fabrice Camus;Domaine de La Lande;24240;Monbazillac;France;24274;24;75.0;19751;0.491275486493984;44.79404823091049
Gaec Durand;Le Malveyrein;24240;Pomport;France;24331;24;75.0;15157;0.418133082048199;44.780046833416215
Gaec Ganfards Haute-Fonrousse;;24240;Saussignac;France;24523;24;75.0;24775;0.327197526618554;44.79965779429351
Gaec château Caillavel;Caillavel;24240;Pomport;France;24331;24;75.0;17829;0.418133082048199;44.780046833416215
Gaec de la Calevie;La Calevie;24240;Pomport;France;24331;24;75.0;47096;0.418133082048199;44.780046833416215
Gaec des Eyssards;Les Eyssards;24240;Monestier;France;24276;24;75.0;13383;0.326771817834576;44.77347028060878
Gilbert Rondonnier;Les Nicots;24240;Ribagnac;France;24351;24;75.0;33800;0.495725395738774;44.7645307705488
Gilles Beaudoin;Le Pintoucat;24240;Monbazillac;France;24274;24;75.0;47864;0.491275486493984;44.79404823091049
Grande Maison;lieu-dit La Grande-Maison;24240;Monbazillac;France;24274;24;75.0;22822;0.491275486493984;44.79404823091049
Guy Cuisset;Ch. Grinou;24240;Monestier;France;24276;24;75.0;6243;0.326771817834576;44.77347028060878
Helena de Jong & Kraeutler;La Bastide;24240;Monestier;France;24276;24;75.0;49872;0.326771817834576;44.77347028060878
Hukulumbarros;Le Marsalet;24240;Monbazillac;France;24274;24;75.0;23089;0.491275486493984;44.79404823091049
Jean-paul Migot;château Capulle;24240;Thénac;France;24549;24;75.0;2163;0.341162135771295;44.75018173837629
Jean-pierre Roulet;Repenty;24240;Monestier;France;24276;24;75.0;33788;0.326771817834576;44.77347028060878
Jean-régis Guibert;Le Marsalou;24240;Flaugeac;France;24534;24;75.0;49255;0.408634639980119;44.75798808923479
Jolaine et dominique Audoux;Le Gadon;24240;Gageac-et-Rouillac;France;24193;24;75.0;46431;0.348718447340603;44.798549461138926
Joseph et claire de Froment;château de Sanxet;24240;Pomport;France;24331;24;75.0;67096;0.418133082048199;44.780046833416215
Katharina Mowinckel;Le Fougueyrat;24240;Saussignac;France;24523;24;75.0;49234;0.327197526618554;44.79965779429351
Lambert ( domaine de montlong);lieu-dit Montlong;24240;Pomport;France;24331;24;75.0;84411;0.418133082048199;44.780046833416215
Laurent de Bosredon;Bélingard;24240;Pomport;France;24331;24;75.0;18122;0.418133082048199;44.780046833416215
Le Pré Vert;Au Pré Vert;24240;Razac-de-Saussignac;France;24349;24;75.0;23298;0.28527588511982;44.80347763289035
Les Hauts de Caillevel;Caillevel Est;24240;Pomport;France;24331;24;75.0;15899;0.418133082048199;44.780046833416215
Les vignerons de Sigoulès;LD Foncaussade RD 15;24240;Sigoulès;France;24534;24;75.0;2086;0.408634639980119;44.75798808923479
Les vignobles du Mayne;Le Mayne;24240;Sigoulès;France;24534;24;75.0;2121;0.408634639980119;44.75798808923479
Manuel Killias;Château le Clou;24240;Pomport;France;24331;24;75.0;47144;0.418133082048199;44.780046833416215
Marc Saury;Le Petit Cluzeau;24240;Flaugeac;France;24534;24;75.0;50464;0.408634639980119;44.75798808923479
Mario Zorzetto;château Fontaine des Grives;24240;Thénac;France;24549;24;75.0;35285;0.341162135771295;44.75018173837629
Martine Tissier-Lacombe;Le Tertre de Larchère;24240;Pomport;France;24331;24;75.0;49269;0.418133082048199;44.780046833416215
Mathias Wauquier;La Linière;24240;Monestier;France;24276;24;75.0;49867;0.326771817834576;44.77347028060878
Nicolas Couture;le Casse de la Croux;24240;Monbazillac;France;24274;24;75.0;50997;0.491275486493984;44.79404823091049
Nicolas Pruvost;Moulin des Pezauds;24240;Monbazillac;France;24274;24;75.0;47900;0.491275486493984;44.79404823091049
Olivier et véronique Candon-Vialard;lieu-dit Les Costes;24240;Ribagnac;France;24351;24;75.0;19851;0.495725395738774;44.7645307705488
P. & s. Daniel;La Pèze;24240;Pomport;France;24331;24;75.0;49245;0.418133082048199;44.780046833416215
Patrice Tevenin;Cauffour;24240;Thénac;France;24549;24;75.0;46406;0.341162135771295;44.75018173837629
Patrick Vergnol;EARL des Grands Quintins;24240;Monestier;France;24276;24;75.0;15891;0.326771817834576;44.77347028060878
Pierre Carle;château Le Chabrier;24240;Razac-de-Saussignac;France;24349;24;75.0;13384;0.28527588511982;44.80347763289035
Richard Doughty;Château Richard La Croix-Blanche;24240;Monestier;France;24276;24;75.0;2187;0.326771817834576;44.77347028060878
Royère-Blanchard;Bellevue;24240;Flaugeac;France;24534;24;75.0;49268;0.408634639980119;44.75798808923479
Sarl château Monplaisir;château Monplaisir;24240;Gageac-et-Rouillac;France;24193;24;75.0;33832;0.348718447340603;44.798549461138926
Sarl domaine la Métairie;Le Theulet;24240;Monbazillac;France;24274;24;75.0;2058;0.491275486493984;44.79404823091049
Sarl jules et marie Villette;château Haut Bernasse;24240;Monbazillac;France;24274;24;75.0;2170;0.491275486493984;44.79404823091049
Sarl vignobles j.p. Hembise;Le Puch;24240;Monbazillac;France;24274;24;75.0;33806;0.491275486493984;44.79404823091049
Scea Alard;Le Theulet;24240;Monbazillac;France;24274;24;75.0;48573;0.491275486493984;44.79404823091049
Scea Clos d'Yvigne;Le Bourg;24240;Gageac-et-Rouillac;France;24193;24;75.0;9987;0.348718447340603;44.798549461138926
Scea Dumonteil & Fils;Le Boyer;24240;Pomport;France;24331;24;75.0;17535;0.418133082048199;44.780046833416215
Scea Dupuy;La Grande-Pleyssade;24240;Mescoulès;France;24267;24;75.0;33805;0.431377151122376;44.74445833969243
Scea Feytout;La Truffière;24240;Monbazillac;France;24274;24;75.0;47095;0.491275486493984;44.79404823091049
Scea Moulin de Sanxet;Belingard-Bas;24240;Pomport;France;24331;24;75.0;34619;0.418133082048199;44.780046833416215
Scea château Caillevet;Le Caufour;24240;Thénac;France;24549;24;75.0;47143;0.341162135771295;44.75018173837629
Scea château Thénac;Le Bourg;24240;Thénac;France;24549;24;75.0;33786;0.341162135771295;44.75018173837629
Scea des vignobles Fournier;château La Moulière;24240;Gageac-et-Rouillac;France;24193;24;75.0;49239;0.348718447340603;44.798549461138926
Scea du château Péroudier;Le Péroudier;24240;Monbazillac;France;24274;24;75.0;49225;0.491275486493984;44.79404823091049
Scea la Font du Roc;château des Vigiers;24240;Monestier;France;24276;24;75.0;46403;0.326771817834576;44.77347028060878
Scea la Maroutie;La Maroutie;24240;Monbazillac;France;24274;24;75.0;9991;0.491275486493984;44.79404823091049
Scea la Salagre;Ch. la Salagre;24240;Pomport;France;24331;24;75.0;67092;0.418133082048199;44.780046833416215
Scea le Petit Cluzeau;Le Petit-Cluzeau;24240;Flaugeac;France;24534;24;75.0;49874;0.408634639980119;44.75798808923479
Scea vignoble Rocher Cap de Rive;La Salagre;24240;Pomport;France;24331;24;75.0;35365;0.418133082048199;44.780046833416215
Sci la Borderie;château La Borderie;24240;Monbazillac;France;24274;24;75.0;2149;0.491275486493984;44.79404823091049
Sergenton;La Combe;24240;Razac-de-Saussignac;France;24349;24;75.0;9899;0.28527588511982;44.80347763289035
Stéphane Géraud;Les Bertrands;24240;Pomport;France;24331;24;75.0;50996;0.418133082048199;44.780046833416215
Sylvie et werner Wichelhaus;château Haut-Fongrive;24240;Thénac;France;24549;24;75.0;33787;0.341162135771295;44.75018173837629
Vignobles jean-marie Huré;Ch. Tourmentine;24240;Monestier;France;24276;24;75.0;2065;0.326771817834576;44.77347028060878
William Boyd;château Pecachard;24240;Pomport;France;24331;24;75.0;50457;0.418133082048199;44.780046833416215
Sca des vignerons des Coteaux du Céou;Moncalou;24250;Florimont-Gaumier;France;24184;24;75.0;47555;1.239683597027689;44.6990747317554
Julien de Savignac;av. de la Libération;24260;Le Bugue;France;24067;24;75.0;16724;0.92764636891473;44.91797243404228
Kreusch;Pommier;24380;Creyssensac-et-Pissot;France;24146;24;75.0;47903;0.662221634563946;45.07943658770703
Sarl domaine la Métairie en Pécharmant;Pommier;24380;Creyssensac-et-Pissot;France;24146;24;75.0;2165;0.662221634563946;45.07943658770703
Scea domaine de Kreusignac;Pommier;24380;Creyssensac-et-Pissot;France;24146;24;75.0;35867;0.662221634563946;45.07943658770703
Château la Forêt;;24500;Sainte-Innocence;France;24423;24;75.0;84410;0.409843117803791;44.72389731254157
Château les Fontenelles;Les Fontenelles;24500;Saint-Julien-d'Eymet;France;24423;24;75.0;49238;0.409843117803791;44.72389731254157
Clos le Joncal;Le Joncal;24500;Saint-Julien-d'Eymet;France;24423;24;75.0;15911;0.409843117803791;44.72389731254157
Domaine du Siorac;Siorac;24500;Saint-Aubin-de-Cadelech;France;24373;24;75.0;2167;0.481885861214595;44.69246571280504
Earl château Singleyrac;Le Bourg;24500;Singleyrac;France;24536;24;75.0;9893;0.465168795568558;44.7367417280975
Earl jean-françois Fruttero;Les Justices;24500;Sadillac;France;24359;24;75.0;47158;0.483935894237587;44.7346151474258
Joël Lacotte;Les Jandis;24500;Singleyrac;France;24536;24;75.0;48566;0.465168795568558;44.7367417280975
Laurence Rival;Le Bourg;24500;Singleyrac;France;24536;24;75.0;47897;0.465168795568558;44.7367417280975
Richard Yahya;Le Muscat;24500;Sadillac;France;24359;24;75.0;48574;0.483935894237587;44.7346151474258
Sarl la Julienne;La Julienne;24500;Saint-Julien-d'Eymet;France;24423;24;75.0;23294;0.409843117803791;44.72389731254157
Tim Richardson;Le Bourg;24500;Saint-Julien-d'Eymet;France;24423;24;75.0;34671;0.409843117803791;44.72389731254157
Trolliet;château Trolliet-Lafite;24500;Sadillac;France;24359;24;75.0;47905;0.483935894237587;44.7346151474258
Yahya Richard;Le Muscat;24500;Sadillac;France;24359;24;75.0;49240;0.483935894237587;44.7346151474258
